TotalCharges,MonthlyCharges,tenure,Charges_Internet_Interaction,tenure_group,PaymentMethod_Electronic check,Security_Services_Count,Total_Services,Engagement_Level,InternetService_Fiber optic,gender,PaperlessBilling,Security_Support_Interaction,Partner,Tenure_Contract_Interaction
-0.9754642103136815,0.4851445215544238,-1.2816237461508113,79.55,0,0,1,3,0,1,0,1,0,0,0
-0.9162927583261811,0.5763992322864984,-1.2002122764736234,82.3,0,0,2,3,0,1,1,1,2,0,0
-0.9881673140217879,-1.4842980536996218,-1.2002122764736234,0.0,0,0,0,1,0,0,1,0,0,0,0
1.6647190263462466,0.6460846477546283,1.6084834273893616,0.0,2,0,3,7,2,0,0,1,2,1,72
-0.665258366913137,-1.1657361544167435,-0.2639803751859618,0.0,1,0,1,1,1,0,0,1,0,0,0
0.6577951149757119,1.1786803231181906,0.26519417771576004,100.45,1,1,2,5,1,1,1,1,1,0,39
-1.0017918863926583,-1.5058673489635668,-1.2816237461508113,0.0,0,0,0,1,0,0,0,0,0,0,0
-1.001813826122724,-1.5075265255223318,-1.2816237461508113,0.0,0,0,0,1,0,0,0,1,0,0,0
1.1695612584908899,0.7954105380434776,0.9571916699718578,88.9,2,0,0,3,2,1,0,0,0,1,0
0.9790805220594924,1.4142833944628193,0.428017117070136,107.55,1,1,2,6,1,1,0,1,1,1,0
-0.999224937974958,-1.3117436915880627,-1.2816237461508113,0.0,0,0,0,2,0,0,0,0,0,0,0
-0.14831444710242703,0.1981069768880804,-0.1418631706701798,0.0,1,0,2,5,1,0,1,0,0,0,0
-0.9293468977153404,0.5664441729339085,-1.2409180113122174,82.0,0,1,1,3,0,1,1,1,0,0,0
1.3860844545104083,0.4868036981131887,1.4456604880349857,79.6,2,0,2,3,2,1,1,0,0,0,0
1.7861115528003957,0.8169798333074222,1.4049547531963917,89.55,2,0,1,4,2,1,1,1,0,1,0
-0.8051460858127673,-1.3283354571757127,-0.5489205190561197,0.0,1,0,0,2,1,0,0,1,0,1,19
0.616855578672903,-0.2714399892424126,1.3642490183577978,0.0,2,0,2,4,2,0,1,1,0,1,66
-0.9535025405178017,-1.1906238027982183,-1.1595065416350294,0.0,0,1,1,1,0,0,0,1,1,1,0
-0.9179382380811171,-1.4992306427285067,-0.9559778674420595,0.0,0,0,0,1,0,0,0,0,0,1,9
1.396637464672065,1.2915043291142099,0.8350744654560759,103.85,2,1,2,6,2,1,1,1,0,1,0
-0.8040490993094765,-1.5075265255223318,-0.38609757970174374,0.0,1,0,0,1,1,0,0,1,0,0,0
1.4515745487568632,1.4474669256381192,0.7129572609402939,108.55,2,1,3,7,2,1,0,0,2,1,0
-0.9437832400986461,0.33250027814804467,-1.2409180113122174,74.95,0,1,1,2,0,1,1,0,0,0,0
-0.45441756098066427,-1.4793205240233267,1.0793088744876398,0.0,2,0,0,1,2,0,0,0,0,1,0
1.3744783373055929,0.6162194696968583,1.2421318138420157,0.0,2,0,3,7,2,0,1,0,1,1,63
-0.20399748200946297,0.2030845065643751,-0.30468611002455576,0.0,1,0,3,5,1,0,0,1,2,1,0
-0.539982508237339,0.5150096996121938,-0.7524491932490895,80.45,1,1,1,3,1,1,0,1,0,0,0
0.880636953254185,0.07035038186317573,1.3235432835192036,0.0,2,0,3,5,2,0,1,0,1,1,0
0.7240311600444045,-0.2780766954774726,1.4863662228735797,0.0,2,0,2,4,2,0,1,0,1,1,69
-0.32334961356749126,0.3026351000902746,-0.4675090493789317,74.05,1,0,1,2,1,1,0,1,0,1,0
0.7508634499148951,0.873391836305432,0.428017117070136,91.25,1,0,3,5,1,1,1,1,2,1,0
1.879179887739579,0.8982794846869069,1.5677776925507676,92.0,2,1,4,6,2,1,1,1,2,1,0
-0.7619686970432453,-1.3134028681468275,-0.5489205190561197,0.0,1,0,0,0,1,0,1,1,0,0,0
-0.6460611031055498,-1.5025489958460367,0.30589991255435406,0.0,1,0,0,1,1,0,0,0,0,0,40
-0.6578866176110235,0.6095827634617982,-0.9559778674420595,83.3,0,1,0,3,0,1,0,1,0,0,0
1.6301420117625236,1.27159421040903,1.0386031396490458,103.25,2,0,2,6,2,1,1,1,0,0,0
-1.0016383082821976,-1.4942531130522119,-1.2816237461508113,0.0,0,0,0,1,0,0,0,0,0,0,0
1.3230516100313248,1.6100662283970886,0.590840056424512,113.45,1,0,4,8,1,1,1,1,2,1,0
1.1469194570629697,0.642766294637098,1.0386031396490458,0.0,2,1,3,7,2,0,0,1,2,1,58
0.7922637205490859,1.2516840917038503,0.30589991255435406,102.65,1,0,2,6,1,1,1,1,0,0,0
0.25206368686861325,0.12178485518489039,0.346605647392948,0.0,1,1,2,5,1,0,0,1,1,0,0
1.944099549004322,1.1936129121470758,1.4049547531963917,100.9,2,0,2,5,2,1,1,1,1,1,0
0.4565858505421315,1.1587702044130104,0.06166550352279012,99.85,1,1,2,5,1,1,1,1,0,0,0
-0.9870922672485629,-1.5207999379924515,-1.2002122764736234,0.0,0,0,0,1,0,0,1,1,0,0,0
2.028677208408035,1.696343409452868,1.1200146093262338,116.05,2,0,4,8,2,1,0,1,2,1,60
-0.6900722016175727,0.9015978378044367,-0.9966836022806536,92.1,0,1,1,4,0,1,0,1,0,0,0
-0.5245149985409401,0.33084110158927976,-0.7117434584104956,74.9,1,0,0,2,1,1,1,1,0,1,0
2.126725862072158,1.233433149557435,1.4456604880349857,102.1,2,0,3,6,2,1,1,1,1,0,68
-0.22508156260271023,-1.3100845150292975,1.5677776925507676,0.0,2,0,0,2,2,0,1,0,0,1,71
0.9759870201202129,0.4934404043482487,1.0386031396490458,79.8,2,0,1,3,2,1,0,1,1,0,0
-0.9940471616794261,-1.5174815848749215,-1.2409180113122174,0.0,0,1,0,1,0,0,1,0,0,0,0
-0.48015286434786414,0.8202981864249524,-0.7524491932490895,89.65,1,0,2,4,1,1,0,1,1,1,0
-0.3551622221629216,-1.461069581876912,1.5677776925507676,0.0,2,0,0,1,2,0,0,1,0,1,71
-0.3892346229551308,1.1819986762357204,-0.7524491932490895,100.55,1,1,1,5,1,1,1,1,0,0,0
-0.8753971014835038,-0.46390447005915153,-1.0780950719578415,0.0,0,0,3,4,0,0,0,0,2,0,0
-0.5402457849981287,0.15165003324266044,-0.7117434584104956,0.0,1,0,3,5,1,0,1,1,1,1,0
1.4460018573201465,1.0824480827098208,0.9978974048104517,97.55,2,0,2,5,2,1,1,1,0,1,0
0.7524650502096993,-0.1254324520710933,1.3642490183577978,0.0,2,0,3,4,2,0,0,1,1,0,66
1.6852107342277167,0.8302532457775423,1.4863662228735797,89.95,2,1,1,4,2,1,1,1,0,1,0
0.6784623406977088,-0.29964599074141746,1.4456604880349857,0.0,2,0,2,3,2,0,0,0,2,1,0
1.2995760988609038,0.9911933719777464,0.9571916699718578,94.8,2,0,1,4,2,1,1,0,1,0,0
0.47968838630143373,1.1322233794727707,0.1023712383613841,99.05,1,1,1,5,1,1,1,1,0,0,0
0.08630902622138828,-0.29135010794759253,0.428017117070136,0.0,1,1,0,2,1,0,0,0,0,1,0
-0.12409298510976832,0.04878108659923111,-0.06045170099299184,0.0,1,0,2,4,1,0,1,1,1,1,0
-0.15235135743453673,-0.21502798624440272,0.020959768684196134,0.0,1,0,3,4,1,0,0,1,1,1,0
-0.9799399152471077,0.14667250356636527,-1.2816237461508113,69.35,0,1,0,1,0,1,1,1,0,0,0
0.9108260218247453,1.1670660872068355,0.46872285190873,100.1,1,0,2,5,1,1,1,0,1,0,44
0.3292695969702127,-0.38094564212090193,0.9978974048104517,0.0,2,1,2,3,2,0,0,0,1,1,0
0.9868033070426591,0.0006649663950462456,1.5270719577121736,0.0,2,0,3,5,2,0,1,0,2,0,0
-1.001353091791342,-1.472683817788267,-1.2816237461508113,0.0,0,0,0,1,0,0,1,0,0,0,0
0.3586249557982719,-0.3212152860053623,0.9164859351332638,0.0,2,0,2,3,2,0,1,1,1,1,55
0.15403697293455612,0.9795791360663916,-0.1418631706701798,94.45,1,1,0,4,1,1,1,1,0,1,0
-0.1179279209612746,-0.13372833486491825,0.020959768684196134,0.0,1,0,2,4,1,0,0,1,1,0,0
-0.8749144274220558,0.33250027814804467,-1.1595065416350294,74.95,0,1,0,2,0,1,1,0,0,1,0
0.21814486418686466,-0.82560495986992,1.5270719577121736,0.0,2,0,1,2,2,0,1,1,1,0,70
-0.6149066864120939,-1.3051069853530026,0.1023712383613841,0.0,1,1,0,2,1,0,1,1,0,0,0
-0.9640336109493924,-0.6331404790531808,-1.2409180113122174,0.0,0,0,0,1,0,0,0,1,0,0,0
-0.6091804168649164,0.8252757161012472,-0.9152721326034655,89.8,0,1,1,4,0,1,1,1,0,1,0
-0.9776362435901972,0.32088604223668943,-1.2816237461508113,74.6,0,0,1,2,0,1,1,0,0,1,0
-0.7431005291866453,-1.477661347464562,-0.06045170099299184,0.0,1,0,0,1,1,0,1,0,0,0,31
0.12867464497847503,0.8485041879239571,-0.10115743583158582,90.5,1,0,1,4,1,1,1,1,1,0,0
1.5234710441825359,0.9397588986560317,1.1200146093262338,93.25,2,1,2,5,2,1,1,1,1,1,0
1.077765427895524,0.06371367562811567,1.6084834273893616,0.0,2,0,3,5,2,0,0,0,2,1,72
-0.9736212729881532,-1.4677062881119718,-1.1595065416350294,0.0,0,0,0,1,0,0,1,1,0,0,0
-0.8853577389333833,0.15330920980142534,-1.1595065416350294,69.55,0,0,0,1,0,1,1,1,0,1,0
0.029156029399942742,1.1471559685016557,-0.30468611002455576,99.5,1,1,2,5,1,1,0,1,0,0,0
1.310765361194469,0.39886734049864436,1.5270719577121736,0.0,2,0,2,6,2,0,1,1,2,1,70
-1.0013969712514739,-1.4760021709057967,-1.2816237461508113,0.0,0,0,0,1,0,0,1,1,0,0,0
-0.8490913651345927,-1.4942531130522119,-0.5489205190561197,0.0,1,0,0,1,1,0,0,0,0,0,0
-1.001813826122724,-1.5075265255223318,-1.2816237461508113,0.0,0,0,0,1,0,0,0,0,0,0,0
-0.9118609328528867,-1.480979700582092,-0.8338606629262776,0.0,0,0,0,1,0,0,0,0,0,1,12
-0.389563718906118,-1.5141632317573919,1.6084834273893616,0.0,2,0,0,1,2,0,1,0,0,0,72
-0.992291983274161,-1.480979700582092,-1.2409180113122174,0.0,0,0,0,1,0,0,0,0,0,0,0
0.34627288777121856,0.8269348926600121,0.06166550352279012,89.85,1,1,2,4,1,1,1,1,0,1,0
-0.40007284960764294,-0.8090131942822701,0.18378270803857208,0.0,1,0,3,3,1,0,1,1,2,0,37
1.238781106848533,0.8269348926600121,1.0386031396490458,89.85,2,0,3,5,2,1,1,1,2,1,0
-0.9903832267584349,-0.6430955384057709,-1.2816237461508113,0.0,0,0,0,1,0,0,1,1,0,0,0
-0.9791062055046067,0.20972121279943517,-1.2816237461508113,71.25,0,1,0,1,0,1,0,1,0,0,0
-0.9882331332119854,-0.4804962356468015,-1.2816237461508113,0.0,0,1,0,2,0,0,1,1,0,0,0
1.0996612785012063,0.10685226615600583,1.6084834273893616,0.0,2,0,4,6,2,0,1,0,2,1,72
-0.8542033222399273,-1.1823279200043932,-0.8338606629262776,0.0,0,0,1,1,0,0,0,1,1,1,0
-0.996526351176863,-1.5075265255223318,-1.2409180113122174,0.0,0,0,0,1,0,0,0,0,0,0,0
-0.6059991560053734,-1.5025489958460367,0.590840056424512,0.0,1,0,0,1,1,0,0,0,0,1,47
-0.8959326888251057,-0.6746198930223056,-1.0780950719578415,0.0,0,0,0,1,0,0,1,1,0,1,0
0.4100297433424742,-0.37596811244460704,1.1200146093262338,0.0,2,1,2,4,2,0,0,0,1,0,60
-0.9385396446129166,0.6261745290494481,-1.2409180113122174,83.8,0,0,1,3,0,1,0,1,0,0,0
0.8795619064809602,0.6278337056082129,0.7536629957788878,0.0,2,0,4,7,2,0,1,1,2,1,51
2.4505123983834416,1.4806504568134191,1.6084834273893616,109.55,2,0,3,7,2,1,0,0,1,1,72
1.6588611184186743,0.6742906492536329,1.6084834273893616,0.0,2,1,3,7,2,0,1,1,1,1,72
-0.459639216736328,-1.3897249898500175,0.7943687306174818,0.0,2,0,0,2,2,0,0,0,0,1,52
1.8444931745055264,0.9380997220972668,1.5677776925507676,0.0,2,0,4,8,2,0,0,0,2,1,71
-0.7154125898435879,-1.3067661619117676,-0.1825689055087738,0.0,1,0,0,2,1,0,0,0,0,1,0
0.4610834952056234,-0.6165487134655309,1.5677776925507676,0.0,2,0,4,4,2,0,1,0,2,1,71
1.9155120807285664,1.1488151450604207,1.4456604880349857,99.55,2,1,2,5,2,1,1,1,2,1,68
-0.9795011206457913,0.17985603474166512,-1.2816237461508113,70.35,0,1,0,1,0,1,1,1,0,0,0
-0.5758320271648791,0.8053655973960674,-0.8745663977648716,89.2,0,1,1,4,0,1,0,1,0,0,0
-0.936587008637059,-0.29135010794759253,-1.2002122764736234,0.0,0,0,2,3,0,0,1,1,0,1,0
1.8498464686415852,1.273253386967795,1.1607203441648277,103.3,2,0,2,6,2,1,0,1,1,1,0
-0.8181782854718608,0.3507512202944595,-1.0780950719578415,75.5,0,1,0,2,0,1,1,1,0,1,0
0.0689766394693952,-0.39255987803225695,0.5501343215859179,0.0,1,1,1,3,1,0,0,0,1,1,0
0.540154282362817,0.17985603474166512,0.7129572609402939,70.35,2,0,0,1,2,1,0,0,0,0,50
2.176156073910437,1.29814103534927,1.4863662228735797,104.05,2,0,3,6,2,1,1,1,1,0,0
0.43633547969138514,0.6792681789299281,0.22448844287716607,0.0,1,0,3,7,1,0,1,1,2,1,38
-0.9180918161915778,0.3092718063253347,-1.2002122764736234,74.25,0,1,0,2,0,1,0,1,0,0,0
1.6783874781772488,0.8186390098661871,1.4456604880349857,89.6,2,0,1,4,2,1,0,1,0,1,0
-0.8084370453226394,-1.464387934994442,-0.30468611002455576,0.0,1,0,0,1,1,0,1,0,0,0,0
-0.2046337341813716,1.1554518512954808,-0.5896262538947137,99.75,1,0,1,5,1,1,0,0,1,1,0
-0.7459746338252669,0.6726314726948681,-1.0373893371192475,85.2,0,0,0,3,0,1,1,1,0,0,0
0.7101871903728758,-0.16525268948145297,1.3235432835192036,0.0,2,0,3,5,2,0,0,0,2,0,65
-0.9099960557972925,-1.5141632317573919,-0.8338606629262776,0.0,0,0,0,1,0,0,0,0,0,0,0
-0.9994882147357478,-1.3316538102932427,-1.2816237461508113,0.0,0,0,0,0,0,0,1,0,0,0,0
-0.857318763909273,-1.5241182911099815,-0.5896262538947137,0.0,1,1,0,1,1,0,1,0,0,0,0
1.3961547906106169,0.665994766459808,1.2828375486806096,0.0,2,0,3,7,2,0,0,1,2,1,64
-0.0411827451910571,0.7207475928990529,-0.2639803751859618,86.65,1,0,2,4,1,1,1,1,1,0,0
-0.8499250748770937,0.8186390098661871,-1.1595065416350294,89.6,0,0,1,4,0,1,0,0,0,0,0
0.6474834418447792,-0.3461029343868372,1.5677776925507676,0.0,2,0,2,3,2,0,1,0,2,1,71
0.27718467779397027,-0.17188939571651304,0.6722515261016999,0.0,2,0,2,4,2,0,0,1,1,0,0
-0.7381640899218371,0.7257251225753476,-1.0373893371192475,86.8,0,1,0,3,0,1,1,1,0,0,0
0.6729774081812553,1.522129870782544,0.1023712383613841,110.8,1,0,4,8,1,1,0,1,2,0,0
-0.979523060375857,0.1781968581829002,-1.2816237461508113,70.3,0,1,0,1,0,1,1,1,0,1,0
-0.756922559128108,0.8086839505135972,-1.0780950719578415,89.3,0,1,0,3,0,1,0,0,0,0,0
-0.054412402420743,0.8451858348064274,-0.30468611002455576,90.4,1,1,0,3,1,1,1,1,0,1,0
-0.6952719176431706,-0.38094564212090193,-0.7931549280876836,0.0,1,0,2,3,1,0,0,0,1,0,0
-0.7935838480680832,-0.3444437578280723,-0.9559778674420595,0.0,0,1,1,3,0,0,1,0,1,0,0
1.6510505745152446,0.6626764133422782,1.6084834273893616,0.0,2,0,3,7,2,0,0,1,2,1,72
-0.28032580290842996,0.45527934349665417,-0.4268033145403377,0.0,1,0,2,6,1,0,1,1,1,1,0
0.15291804670119954,0.5199872292884885,0.020959768684196134,80.6,1,0,2,3,1,1,1,0,1,0,33
-0.5869774100383126,-0.21668716280316785,-0.5896262538947137,0.0,1,0,2,4,1,0,1,1,1,0,0
0.19798225225638166,0.40716322329246935,0.06166550352279012,0.0,1,0,1,5,1,0,1,0,0,1,0
-0.7816266951822146,0.8352307754538371,-1.0780950719578415,90.1,0,1,1,4,0,1,0,1,0,0,0
-0.7771290505187227,-1.456092052200617,-0.3453918448631497,0.0,1,0,0,1,1,0,0,0,0,0,0
-0.376465700056827,0.9430772517735615,-0.7117434584104956,93.35,1,1,0,4,1,1,1,1,0,0,0
1.9353455967080626,1.342938802435925,1.2421318138420157,105.4,2,1,2,6,2,1,1,0,1,0,0
-0.8955597134139868,0.14667250356636527,-1.1595065416350294,69.35,0,1,0,1,0,1,1,0,0,0,0
1.0690114755992643,0.19644780032931503,1.3642490183577978,0.0,2,0,2,5,2,0,0,1,0,1,0
-0.6286628971633592,-1.4793205240233267,0.387311382231542,0.0,1,0,0,1,1,0,0,0,0,1,0
-0.8771084004286372,0.5083729933771337,-1.1595065416350294,80.25,0,1,1,3,0,1,0,1,1,0,0
0.13047370284387175,1.1803394996769556,-0.2639803751859618,100.5,1,0,1,5,1,1,0,1,0,0,0
0.4024385967397025,0.5631258198163787,0.26519417771576004,81.9,1,1,2,3,1,1,1,0,1,0,0
-0.4274975121899105,-1.4959122896109767,1.5270719577121736,0.0,2,0,0,1,2,0,0,0,0,1,70
-0.9405361600489056,-0.32453363912289235,-1.2002122764736234,0.0,0,0,0,2,0,0,1,0,0,0,0
